Date,Rf
2006-05-01,5.11
2006-06-01,5.106363636363636
2006-07-01,5.0875
2006-08-01,4.8765217391304345
2006-09-01,4.718999999999999
2006-10-01,4.729047619047619
2006-11-01,4.595238095238095
2006-12-01,4.5645
2007-01-01,4.7595238095238095
2007-02-01,4.722631578947369
2007-03-01,4.5645454545454545
2007-04-01,4.6938095238095245
2007-05-01,4.746363636363636
2007-06-01,5.102857142857142
2007-07-01,5.0042857142857144
2007-08-01,4.674782608695652
2007-09-01,4.521578947368421
2007-10-01,4.527727272727272
2007-11-01,4.1485
2007-12-01,4.0975
2008-01-01,3.744285714285714
2008-02-01,3.7375
2008-03-01,3.5100000000000002
2008-04-01,3.675
2008-05-01,3.8800000000000003
2008-06-01,4.099523809523809
2008-07-01,4.007727272727273
2008-08-01,3.8857142857142852
2008-09-01,3.6861904761904762
2008-10-01,3.814090909090909
2008-11-01,3.526666666666667
2008-12-01,2.4163636363636365
2009-01-01,2.5175
2009-02-01,2.87
2009-03-01,2.819545454545455
2009-04-01,2.927142857142857
2009-05-01,3.293
2009-06-01,3.7218181818181817
2009-07-01,3.5622727272727275
2009-08-01,3.587142857142857
2009-09-01,3.401904761904762
2009-10-01,3.3876190476190478
2009-11-01,3.4026315789473687
2009-12-01,3.5900000000000003
2010-01-01,3.7331578947368427
2010-02-01,3.691052631578947
2010-03-01,3.7273913043478264
2010-04-01,3.8468181818181817
2010-05-01,3.4200000000000004
2010-06-01,3.2040909090909087
2010-07-01,3.0114285714285716
2010-08-01,2.6986363636363637
2010-09-01,2.6476190476190475
2010-10-01,2.54
2010-11-01,2.763
2010-12-01,3.290909090909091
2011-01-01,3.3939999999999997
2011-02-01,3.5763157894736843
2011-03-01,3.4143478260869564
2011-04-01,3.4549999999999996
2011-05-01,3.168571428571429
2011-06-01,3.002272727272727
2011-07-01,3.003
2011-08-01,2.3030434782608693
2011-09-01,1.975238095238095
2011-10-01,2.152
2011-11-01,2.0134999999999996
2011-12-01,1.9780952380952381
2012-01-01,1.9665
2012-02-01,1.9675
2012-03-01,2.1727272727272724
2012-04-01,2.052857142857143
2012-05-01,1.8031818181818182
2012-06-01,1.6223809523809525
2012-07-01,1.5266666666666668
2012-08-01,1.6782608695652175
2012-09-01,1.7231578947368422
2012-10-01,1.7461904761904763
2012-11-01,1.654
2012-12-01,1.719
2013-01-01,1.9147619047619049
2013-02-01,1.9842105263157896
2013-03-01,1.9575
2013-04-01,1.7590909090909093
2013-05-01,1.9281818181818182
2013-06-01,2.3
2013-07-01,2.5822727272727275
2013-08-01,2.7372727272727273
2013-09-01,2.8095
2013-10-01,2.6159090909090907
2013-11-01,2.718421052631579
2013-12-01,2.901904761904762
2014-01-01,2.858095238095238
2014-02-01,2.709473684210526
2014-03-01,2.723333333333333
2014-04-01,2.705238095238095
2014-05-01,2.559047619047619
2014-06-01,2.5985714285714288
2014-07-01,2.5422727272727275
2014-08-01,2.42
2014-09-01,2.5342857142857143
2014-10-01,2.304090909090909
2014-11-01,2.3255555555555554
2014-12-01,2.2072727272727275
2015-01-01,1.8815000000000002
2015-02-01,1.9752631578947368
2015-03-01,2.0427272727272725
2015-04-01,1.935
2015-05-01,2.1975000000000002
2015-06-01,2.3636363636363638
2015-07-01,2.3245454545454547
2015-08-01,2.1671428571428573
2015-09-01,2.172857142857143
2015-10-01,2.07
2015-11-01,2.263157894736842
2015-12-01,2.2427272727272727
2016-01-01,2.0852631578947367
2016-02-01,1.7795
2016-03-01,1.8890909090909092
2016-04-01,1.805238095238095
2016-05-01,1.8061904761904761
2016-06-01,1.6440909090909093
2016-07-01,1.504
2016-08-01,1.556521739130435
2016-09-01,1.6304761904761906
2016-10-01,1.7645
2016-11-01,2.1420000000000003
2016-12-01,2.491904761904762
2017-01-01,2.4325
2017-02-01,2.4189473684210525
2017-03-01,2.4817391304347827
2017-04-01,2.2973684210526315
2017-05-01,2.3036363636363637
2017-06-01,2.186818181818182
2017-07-01,2.318
2017-08-01,2.2091304347826086
2017-09-01,2.202
2017-10-01,2.3600000000000003
2017-11-01,2.3533333333333335
2017-12-01,2.4025
2018-01-01,2.583809523809524
2018-02-01,2.8589473684210525
2018-03-01,2.8423809523809522
2018-04-01,2.869047619047619
2018-05-01,2.977727272727273
2018-06-01,2.9123809523809525
2018-07-01,2.889047619047619
2018-08-01,2.889130434782609
2018-09-01,3.004210526315789
2018-10-01,3.152272727272727
2018-11-01,3.117
2018-12-01,2.8326315789473684
2019-01-01,2.713809523809524
2019-02-01,2.6763157894736844
2019-03-01,2.570952380952381
2019-04-01,2.532380952380952
2019-05-01,2.395
2019-06-01,2.074
2019-07-01,2.059090909090909
2019-08-01,1.6263636363636365
2019-09-01,1.6995
2019-10-01,1.7068181818181818
2019-11-01,1.8121052631578947
2019-12-01,1.8628571428571428
2020-01-01,1.7576190476190479
2020-02-01,1.5042105263157897
2020-03-01,0.87
2020-04-01,0.6576190476190477
2020-05-01,0.674
2020-06-01,0.7286363636363636
2020-07-01,0.6236363636363637
2020-08-01,0.65
2020-09-01,0.6795238095238095
2020-10-01,0.7871428571428571
2020-11-01,0.8700000000000001
2020-12-01,0.9336363636363636
2021-01-01,1.0810526315789473
2021-02-01,1.2578947368421052
2021-03-01,1.6108695652173912
2021-04-01,1.635
2021-05-01,1.621
2021-06-01,1.5190909090909093
2021-07-01,1.3185714285714287
2021-08-01,1.2831818181818182
2021-09-01,1.3747619047619049
2021-10-01,1.5825
2021-11-01,1.5595
2021-12-01,1.4649999999999999
2022-01-01,1.764
2022-02-01,1.9342105263157894
2022-03-01,2.1278260869565218
2022-04-01,2.7475
2022-05-01,2.8980952380952383
2022-06-01,3.1433333333333335
2022-07-01,2.896
2022-08-01,2.8978260869565218
2022-09-01,3.5190476190476194
2022-10-01,3.9835000000000003
2022-11-01,3.8909999999999996
2022-12-01,3.616190476190476
2023-01-01,3.5315
2023-02-01,3.7468421052631578
2023-03-01,3.6630434782608696
2023-04-01,3.46
2023-05-01,3.5736363636363637
2023-06-01,3.7480952380952384
2023-07-01,3.8994999999999997
2023-08-01,4.167826086956522
2023-09-01,4.379
2023-10-01,4.798095238095239
2023-11-01,4.502857142857143
2023-12-01,4.0200000000000005
2024-01-01,4.058095238095238
2024-02-01,4.2075000000000005
2024-03-01,4.2085
2024-04-01,4.539090909090909
2024-05-01,4.482272727272727
2024-06-01,4.3052631578947365
2024-07-01,4.248636363636364
2024-08-01,3.8709090909090906
2024-09-01,3.7235
2024-10-01,4.095454545454545
2024-11-01,4.35578947368421
2024-12-01,4.3914285714285715
